work_id,author_hash,category
1746374,ccb013d24d04d34332e6cd66a8a0bea4,509
12416928,4915b5bc2a3eff58e0ba6372af6351ee,1091
190407,69fedfbb251bc9c8073f7efd55adaa38,626
758100,72edcadd5ea3bc45852da917c8bfb11a,1304
5925403,09a0fd5feeddd053be3daeed259e9887,1134
8195236,7abe2bdd5d53ab93ab67dfd08f070031,550
201372,69fedfbb251bc9c8073f7efd55adaa38,957
12405342,4915b5bc2a3eff58e0ba6372af6351ee,139
393269,c88739e287415d2fd8f8b8d6106cb73a,564
207178,a02fa2a74e44a47d577beb8c10d43c18,745
8088883,0d25be8f1a50f020349e4f892a372b80,1462
8750827,b8d8f7994100f460d2d17b3d7c02efa9,967
1550450,e937d6e13a7fdde22cccbe574095ecfb,789
12417864,4915b5bc2a3eff58e0ba6372af6351ee,1532
5924050,538f8fb0d71ab5546cf02533aff37bad,970
3244538,874b1ced8b6f655933141885bdb73520,797
7066339,d3e75d9ba92ada84a76cce20843e94c2,97
289486,e03d59e479643e5d4f4ffd9e80a6dc20,53
1849240,53c0065f6485ffcbb7caccf237a32099,1
8205745,7abe2bdd5d53ab93ab67dfd08f070031,200
6164534,0b6f5dd73d340aec9141d6750fdd5173,65
14060016,6137ffc4892841e58eaa86bbdd7dc68a,892
348095,e93dbbb4655bffe971477c459d325f8d,284
597576,1daed52858181624ff81d7ae17fa23da,970
8340370,2aeb49e78085378eaa3747d38cbc366a,970
6508507,81afe2882fc398fbc49ec67f0de86b68,509
8185720,7abe2bdd5d53ab93ab67dfd08f070031,305
7912270,bbec98d616db6526bdb6fc2e8bec9fdd,1730
1241158,861c83efd5421c3ca68cc9dd3b5f4df5,1657
2466161,8ca28af90e25c0051994e79e81be2d24,1291
10686285,b167cf15f5f8f1b99b1c88863431f453,1142
4196871,5e3f62d309b1916a362b5f9ae40fd007,1710
9140368,7711886f7b68fb644adb78508e72574f,170
9413747,bd07f838a3c95c82ba8af0be7f06c2a8,1
90240,4c4a218db8e569d153acc8a4533c4ed8,865
8235731,0e79241ff3d0b65fdcdd0cfea39ae40e,288
10822626,fad984947b7898907b6b573c872afd15,743
11295348,2589275bef45e42ce2d32833b1ff5418,86
13909947,4915b5bc2a3eff58e0ba6372af6351ee,1
5658988,e45688a6ad1686224582539c724dca36,1
5943709,538f8fb0d71ab5546cf02533aff37bad,1402
183221,3e7ac097d155a570fc780877fd83a564,21
4458512,140fe0d0b9f76e07b31755412afc6155,1142
288697,8025c08994b4d4bba02e3e7f74b0caf4,584
5942016,2cbf9fe4a0384440724e93a294e60b73,364
562945,b501540fe791de705c7cf205ef5a9ce7,1532
4083577,05341956d6bc37026bec98416c8e2f7d,418
4940083,8d9d0ed0210002291b7181458eac6a7e,305
14559246,a880aa4c54ab3284076beb7c4d42303c,967
11055642,97784ab7c6642e0bc4fcc2a1f920d331,87
10178312,14a6c1f253f213b027f9f5487dc68982,509
2260869,a222895617ad8890384c6da0775f2083,1
10921008,200a3e4fa0377af3d10d142aefb7841d,1
6165003,1eaa94834a04a66a1c7c42624359a7ad,1005
10063739,14a6c1f253f213b027f9f5487dc68982,413
5456327,2d6bc4ce5a8f2097f7eba23c1cb9aea3,1539
1035680,dc61f4092fa69dffabff45d37793e861,970
12934719,fa7662c1c8b088bd52981eda684d0b8b,315
241436,25fd7dc3d1108e8a1c5379e2019f6766,130
7678057,d8e12c0c6bbf1967fc4d8fce423ccd7b,325
13867089,cf0a30042543c662cdcf611682108300,542
5602783,0f83d6ec6d1ddc604d810bd0598a8d67,851
10097900,14a6c1f253f213b027f9f5487dc68982,591
13740201,cb07c71c89870f92364fdd647c6d972d,598
11287926,68c6dda1f887baae23fdd68639c9a01b,328
71470,8f26f95519696c7771ab7e09064e439e,315
39830,e7dfe088ee5557e891904e91b3b5fddc,195
885680,9937e729280cfd44b03a0882b78cf844,812
400507,69fedfbb251bc9c8073f7efd55adaa38,1708
1005001,9b61911751bb5b81cce23fb57fcbf731,12
590171,52237644003fdbec377c188aa5a857b6,208
285494,094db8777f3abe326805232a7cef011a,1040
735517,4c57609eb43592f2c210083cd3510739,429
10525674,bf06cb215fb02d251e89c61f29ed7ef2,732
408708,16a1af0f870b34f4dbf271c9d85f3367,1403
10812546,ebc3fb5d1b1f36f946e5cb1e128166f3,328
689919,3c48ce0a581d3e15829e1972b5bc4e6c,603
10032293,14a6c1f253f213b027f9f5487dc68982,291
7131029,a03b509a96790ee5ac4d44e511569c94,991
2500523,9b61911751bb5b81cce23fb57fcbf731,1190
1755245,15a3a0330eaa5cd70dad30ba8abec796,1
7103530,e45688a6ad1686224582539c724dca36,372
1804414,72edcadd5ea3bc45852da917c8bfb11a,1091
3597543,09a0fd5feeddd053be3daeed259e9887,957
10177805,14a6c1f253f213b027f9f5487dc68982,970
827679,54e83f17190f513b167b96f7ddfc3cf0,1337
1078695,db2c0bdbff707fe33967419e0030a0a5,351
12207171,ff53ddd43cf7bd2a74bfffb91c18c561,182
2121753,e45688a6ad1686224582539c724dca36,372
1691378,8409fd083fb3e082e683396a837fef41,1712
11654853,3759b6e7b709254fc33b3ce8348a640c,970
29647,d1652c806c83cc803fc39978c80b3958,87
660260,a4a5513c6c8da3646e71228352ff8b58,179
11300682,cc27e791acce6e94c8fd635348746bf9,970
61469,0264912b77566953b0adea64b2e22d53,404
8095120,d175b36beaf2ca66b7e25b9a05d3dca9,328
13007628,f9bc958527a49bb738817a9dd1f705dd,1091
11249094,cf0c76530ffd6b916f5c76549ff4bf00,816
7524379,e45688a6ad1686224582539c724dca36,372
14864243,d9243029e4eab62b1b219e0c90a1ce4e,653
10161524,14a6c1f253f213b027f9f5487dc68982,1335
217981,383c807b089db0e929c3726e7fa7d7c7,491
10806282,ebc3fb5d1b1f36f946e5cb1e128166f3,328
1123021,8d54edee6129fbac7c3a4d9421bd846f,362
9265463,dace064022b79667963025271e415c69,896
703369,b3d178ee01868ede2799a7d2f829b860,1035
1863423,e45688a6ad1686224582539c724dca36,425
431047,fbba373bda8fe3c2f54e0ddc9a71b93c,1
915096,a520e076e40f9971fad9d972864e79a8,348
8521291,33c8ca34b2cca74339596565d3de5027,65
10958277,71da2000f57a03acdc39d2b26bd635f2,1157
14373843,951b2d3fdfd246bdbc907865a2b76fdc,957
659507,cbf5d9bdf0ced3dae1645f4590037261,170
14319966,1fe60dfbd111947ef46909de1770b155,1532
4479089,d4e677c78b4999bf26920046a0dc4097,1337
936002,a610b5f12281af2c9f1822583991eecb,662
4283097,cd2b55f07a11d90c21b7ba296e18c41d,387
435179,e06e2cd8b825f279eee12636527a4c35,262
4679825,ce3015855cb5c992c5a611775366d908,1780
9285953,3daa1abc75d894ee7c34a6b73c38ecb0,1133
2717648,b4270d4301e9cf6d9071f7145c69e19a,283
73877,ad2969944bef15259bd8903e04215aaa,957
331935,735e1373461fdef039d78c270ed08112,533
10034300,14a6c1f253f213b027f9f5487dc68982,1707
4074652,3129b78d2ae1b23a57c65a764594de94,288
4829636,b0d86da2d5b3aa15b61df214489f7c12,1
8206009,7abe2bdd5d53ab93ab67dfd08f070031,288
7131485,0a7692b197f815658f21cf4acff3f8e6,199
12771717,9203bfc639fa6e1650ee9f1116530b89,509
478278,8ee83cc9407800e6eafd0b09c7d3486c,954
10060628,14a6c1f253f213b027f9f5487dc68982,53
133658,132890d5258a11975e5e2756c5f75802,1
10190123,14a6c1f253f213b027f9f5487dc68982,545
2363636,5e3f62d309b1916a362b5f9ae40fd007,542
11877747,224be0c5a78112574e9d5042aa2f9b52,139
11694327,cf0a30042543c662cdcf611682108300,351
8189282,7abe2bdd5d53ab93ab67dfd08f070031,550
827338,e12376d5bc62322e43cf477d7b1321f6,288
11285787,09a0fd5feeddd053be3daeed259e9887,516
1107173,3105a4690183ea27695825f9f0080a6e,466
13965909,bdfc6fb7ed6faedd0c2c46ab062aaf7b,1532
2648633,b8dc1bb34791f851c6a96320d7091b16,509
4037140,bbec98d616db6526bdb6fc2e8bec9fdd,618
561068,3db7be87df1061c49bd5fda703c466be,509
8160437,26859d8b17ebd3b26b3798b03782bed4,1394
1852381,53c0065f6485ffcbb7caccf237a32099,967
7462869,24b1d697a80a09db46ec6b78f8fd76a2,170
8281579,bb86cc887197d953831c504bd35425e5,1
1555694,cf9bb53219d3829da172871960ee7861,1091
247946,a43dea2af2042623ea1353a85b30221e,855
524029,cee935309c9577410d804942aece9dc5,170
7869001,4bbf13036799e264c6b5c7f98ca8a701,1
644248,abae6c6ecdbaf19fb236cb176f4aea2c,1016
2201388,8ca28af90e25c0051994e79e81be2d24,1291
1123033,11774603b2d4bb9e5064e55efca9c5d9,787
1954698,3c810e8df62450eec51d3a26b60a7aee,1
126972,ae3c1cd30e19b04e834e172137888876,449
12420303,4915b5bc2a3eff58e0ba6372af6351ee,453
1766104,15a3a0330eaa5cd70dad30ba8abec796,509
8381590,9b75d3fceb9316e86632b01525068c19,261
1966401,653768171eaf14f914cb32ebfda263cb,1409
7881331,4bbf13036799e264c6b5c7f98ca8a701,1
10812522,ebc3fb5d1b1f36f946e5cb1e128166f3,170
900597,72edcadd5ea3bc45852da917c8bfb11a,1016
2429255,5e3f62d309b1916a362b5f9ae40fd007,970
1481050,4f0781df7358b14e24fb3189f4d14b20,509
8860489,8f21076529d5eaff91dc85b995f67044,1747
8700832,468629565896b914db5af69390157827,351
190315,69fedfbb251bc9c8073f7efd55adaa38,959
861964,383c807b089db0e929c3726e7fa7d7c7,1751
12418872,4915b5bc2a3eff58e0ba6372af6351ee,351
12415803,4915b5bc2a3eff58e0ba6372af6351ee,315
5799202,4c4a218db8e569d153acc8a4533c4ed8,509
659607,18702759f46044cd8cb05a1cda9dc6d9,957
8195371,7abe2bdd5d53ab93ab67dfd08f070031,550
10055513,14a6c1f253f213b027f9f5487dc68982,1
247010,48c9d7ef3b0f8b5eefbc15333b22ac99,545
10789128,ebc3fb5d1b1f36f946e5cb1e128166f3,1382
1500722,7e045551834ea255ee5d76665f632fa6,778
1709189,e937d6e13a7fdde22cccbe574095ecfb,1284
11300532,84ec0ec505101340cab7eb784e1dfac0,721
672757,341f3e9d291ddc92b3afae8c354b065a,1283
297100,e2d2377ab00f1000aaf02c5385877e17,738
10058966,14a6c1f253f213b027f9f5487dc68982,1097
1001592,ae3c1cd30e19b04e834e172137888876,1
13365825,578bfe3585b2515278f2a786dd18aa6d,1142
10079717,e030cb4d44d50074aa03d059eda931b2,148
6084525,fdba112b8ccde367d9e64deab15a5886,892
5215508,d083dec7b9b183fdd5ab0d08af96dd4a,429
7871362,4bbf13036799e264c6b5c7f98ca8a701,315
11589327,07ce2cb4b483a13850d32ea466703d5c,1185
9093790,91eec6c94b8c35ea82cd79b71462c5fc,1066
827347,e12376d5bc62322e43cf477d7b1321f6,170
11928543,8268c24fe63361d7c5d35f78931617ae,371
13380402,913993216f00b59728cffb275d23ede8,957
40001,e7dfe088ee5557e891904e91b3b5fddc,1091
13087599,57a0dc68b04f8722832f1d54b92e166d,1532
8471779,f089892bafb68653e1c1c91deca43b52,1228
2023557,e45688a6ad1686224582539c724dca36,429
11795307,e45688a6ad1686224582539c724dca36,372
6913906,87ba0f4ff1e2241d5b90b59ef8add366,291
2852465,e45688a6ad1686224582539c724dca36,372
6800887,eae18bc41e1434dd98fa2dd989531da8,1142
12134316,44c4e5da436ef9c59caaddacb1074b5f,170
5258528,635fe8667db6678edb5d609bd3a4fb72,1
90394,454a45a9182af1aafbd118439da90d41,328
1073736,f4a36994ed1e003ec67444b9373e962c,562
8194949,7abe2bdd5d53ab93ab67dfd08f070031,550
8763433,fccb42724581731d88b6af5a03e6a107,65
10788627,ebc3fb5d1b1f36f946e5cb1e128166f3,1060
4865102,383c807b089db0e929c3726e7fa7d7c7,236
13117173,eb7cccca5dbf314eb870378f58abbff6,1454
10807599,ebc3fb5d1b1f36f946e5cb1e128166f3,1727
10162394,14a6c1f253f213b027f9f5487dc68982,781
1015057,db2c0bdbff707fe33967419e0030a0a5,351
44114,e3f9efa9e465c61de9d9cfd961d3ac6b,509
13347840,497a46f0b83fb77fed564dd54f65f748,14
6817,3a453266e62b2da698b4e12fe1707964,1740
208985,546c02bff2bdf4c166f0324cbbd6431f,1
211393,6bcbe4b507d6ac833ec8332387d8117a,328
4069060,192051bd7add18e68470ad08840f0fd1,630
196508,a7bff2cb97eccd96cea4318a58c90255,347
6256129,8a17efc8995d761bf976e70b139400cf,212
9077368,e10ed44094d11545ebf5ce2447800299,208
71447,2e8ccaa86c55b8b1ad21413072f03df6,630
608555,bd03d67e3c6cd3e1700188b100ed50b8,598
7965826,6a797cd9b8d7dcd2fa96e187f6c8c078,1
17562,b008971c2da1c3670951a43367504c2d,667
7608064,af1781d8368f7742a2ee2dabc1a73d38,858
14517480,b0d86da2d5b3aa15b61df214489f7c12,1091
5442491,26859d8b17ebd3b26b3798b03782bed4,315
4511865,32b6f40d0e4b10f81e4446e4cd63b822,1227
3115640,ecf60a09ca0ba9442b3584b4eca785d5,1810
29501,63480b333c837777abc7bcfc69b27471,509
328081,f0c7bb100668cbb76197649b78df8ea5,1060
188442,9b95a22a9f7e32618bcf619196a9ae17,1424
11703768,383c807b089db0e929c3726e7fa7d7c7,1
12982485,60bf81f996e949ebfb43bbb8ae288e64,170
344680,b5af53aa848833de7d192e238f2f5e75,1681
442471,cf9bb53219d3829da172871960ee7861,1091
4453472,b9647f1bd77d7821c646e74b9e2c3896,1163
10190795,14a6c1f253f213b027f9f5487dc68982,1659
819773,25c987e98cb2a8694d5dee0e6629eb6c,1439
12301818,b9597a508b03f43835e00b2feef8494e,328
303931,2d5ad1ad34a0e1a4043cb9028f82cb04,1100
539943,54c20df2c551e9cd503b9e82f4254124,170
13182756,cf2e215cda21df83971c31fc39829d39,286
233381,f3cddd1e1a0cd03d4775926691fee427,1066
14242560,b681d04e78c49af0e74d442529ae0fb0,957
5923306,12f839a35d1763edc5617f350fa3ed1c,933
5941078,538f8fb0d71ab5546cf02533aff37bad,170
8132510,81be2b7d10e7533e80e1f429600fa5b8,711
7964194,17b80a16671cee3e3e981e65959a46f0,315
8871535,0b1f9ad7b54fb36404825eb0ab6b8fd7,1016
10787364,ebc3fb5d1b1f36f946e5cb1e128166f3,351
10673775,a10fe8a1afaff9b0eaad4728611cc3a0,970
10814877,ebc3fb5d1b1f36f946e5cb1e128166f3,1088
13369593,79c2dd4b9ae0af0de8a3750851cadd5e,810
774229,383c807b089db0e929c3726e7fa7d7c7,1
12401460,4915b5bc2a3eff58e0ba6372af6351ee,441
7760245,2aeb49e78085378eaa3747d38cbc366a,957
880729,1fb6ce45cec0c6a619fb7439177a0d9f,170
819777,25c987e98cb2a8694d5dee0e6629eb6c,208
9552020,8affa4f36d36eb94e1239f9ac6bb0b6c,868
4346543,9b45a51c47aedda13f77d593cee82912,124
15459,4bb2631fe5339db81899995e9aac77a6,209
431073,fbba373bda8fe3c2f54e0ddc9a71b93c,1
300544,3b044ff4e5f201ab0ceb0406e16d2aec,592
7811107,9ad1175f1114e4bf26a87c60a36fdec5,305
5923153,12f839a35d1763edc5617f350fa3ed1c,209
1391782,fdba112b8ccde367d9e64deab15a5886,1
1496503,87a7c8cf8bf274cfcd18e90b3bde123f,65
10707150,779b69725a41c014d7410f29800e7fe7,170
77982,0caf6eec67cdc21610afa6ed6ada1dec,684
11913426,596b2a86366722da457a1acce8edb52b,110
2181972,dcfd07408702b63d98ec8fd578c7d0c8,1291
14714907,8b9a67135a18b561a8a73e76921748ea,987
9436943,2d6773b7fbf17cc575282bc03cf41db0,1291
6066670,c0f18fc3f237f73b44e9cb11676f2933,721
987408,9937e729280cfd44b03a0882b78cf844,375
9119716,0fccb7e4f957063605681c5f5d0c94c9,1
137561,d7f7fb864aef27cd27a6951649bcd5bf,291
1257940,b908bc20afe02e34c965ebe3716b1149,8
9109804,b681d04e78c49af0e74d442529ae0fb0,170
1846279,adad2466591e7caa212f0acb23f6f698,1694
5937412,8dd6146d044e34b91c251b8258146895,351
6288127,fbf098ba1937b2220d12e20b441fdf7b,1386
10876650,e45688a6ad1686224582539c724dca36,1283
10018199,14a6c1f253f213b027f9f5487dc68982,970
12408651,4915b5bc2a3eff58e0ba6372af6351ee,462
1286,b2627cc09ce491e2e4cc5002348175ae,172
8713267,b4270d4301e9cf6d9071f7145c69e19a,349
13914099,4915b5bc2a3eff58e0ba6372af6351ee,1
499445,cb77fd085babce6cb0140a5b24965f64,170
232848,740a6739306896bc2f2b86ba7474a83b,87
220055,d27d7cb62486e526f334e74cd1dfd4dc,1484
698393,fdba112b8ccde367d9e64deab15a5886,1
496973,4a0b2cba7364afc318128df0fd9dd212,1633
12997467,7bfc17c5f50c8a31018106ad122c29b9,1532
318311,fdba112b8ccde367d9e64deab15a5886,999
1125318,fdba112b8ccde367d9e64deab15a5886,1532
1771885,e45688a6ad1686224582539c724dca36,413
5500352,bc5a3c5c276fbf459b088ca8b7c99de0,1207
2783978,3eed6de36c1c5360d9d40668fa5aa88a,18
935004,09a64b3770be0bd711d69f937975d9eb,692
10789188,ebc3fb5d1b1f36f946e5cb1e128166f3,1
13494268,bbec98d616db6526bdb6fc2e8bec9fdd,157
7896751,9ab178238fa640feee9c4dac6420f0d5,280
3972409,383c807b089db0e929c3726e7fa7d7c7,1
4502337,36764a0225c0f33af0067f273fbf1488,957
3496724,5a08dd909f14df872ece5f5fcc40c37d,1067
814064,5ed81125ff3f990bfb1e062a48b3df4d,509
10809708,ebc3fb5d1b1f36f946e5cb1e128166f3,219
4759421,2645bef6b5e1e471a484265fca91efb4,76
3278840,bb6c43be63b5845696f1f7bfb2a38c16,509
7478586,2361269152da7395ac313d1d39520efd,288
2090025,fdba112b8ccde367d9e64deab15a5886,170
1147625,9b45a51c47aedda13f77d593cee82912,65
5485505,7dc0c83c0d21b916cd286dbe29bd92d5,970
10518339,3e4e05dc97201c2b5223bdf22a0681e1,168
10076048,14a6c1f253f213b027f9f5487dc68982,1460
10269134,224be0c5a78112574e9d5042aa2f9b52,721
840982,fbba373bda8fe3c2f54e0ddc9a71b93c,1
6820981,951a4be708f301fe3accf279ef97dda1,1258
3293876,bbec98d616db6526bdb6fc2e8bec9fdd,1461
1024730,a880aa4c54ab3284076beb7c4d42303c,170
2391425,a051ffd8e2a3d2e084b699f4b3812bba,1091
13331643,caf39371f1b93499e1e1df85b64208d1,315
1414072,ae3c1cd30e19b04e834e172137888876,1
12411756,4915b5bc2a3eff58e0ba6372af6351ee,1091
13382631,1e48dc50427286b70b10c4b791ab35aa,285
1353346,0d789481e3a7674f24caba472a12b232,209
9269954,6a797cd9b8d7dcd2fa96e187f6c8c078,1
1008616,3042285238fe2f7396fb3bda394132cd,315
2753285,5ed81125ff3f990bfb1e062a48b3df4d,291
36889,f84e275adbfd01abb9fc7a8ef3a8789b,351
391040,bb7244d41949582356b4ce8bf59abeb5,1120
7852072,3daa1abc75d894ee7c34a6b73c38ecb0,1468
1898241,102e13705191e01d8ba62d854986a107,685
1403953,eeca29b7000aef4687213b36597960ec,168
46141,e25ae0f467f6d55a768c632fa0234ca6,1793
10810812,ebc3fb5d1b1f36f946e5cb1e128166f3,65
456629,57e6490f3247743bcac8637c8cce7c47,397
13061076,0786bdde744e9d0a6186f5544930ec47,1787
10163222,14a6c1f253f213b027f9f5487dc68982,1390
10030442,14a6c1f253f213b027f9f5487dc68982,87
847493,c406bfe52da087d35a02a3e854de5d37,681
5645548,f3f8ebcc933722a8a96a54fc63c127b3,970
334152,8cbeb7586e046a821e1b9281f6f1e976,667
68401,99da9312a9e4f55ca00bdc77d2a3589e,1291
6461284,fdba112b8ccde367d9e64deab15a5886,999
10178204,14a6c1f253f213b027f9f5487dc68982,379
2625116,49d527439c19407f8f4f1091cbb45c2d,1532
13628712,0eb638c30a3785af7ac4e9480cd19149,170
